game_id,winner_id,winner_name,game_length_rounds,game_length_terms,simulation_time_seconds
461,0,Random Bot 1,56,5,0.006317138671875
462,2,Random Bot 3,55,5,0.0011320114135742188
463,0,Random Bot 1,56,6,0.0010581016540527344
464,0,Random Bot 1,54,4,0.0010519027709960938
465,1,Random Bot 2,68,5,0.0014450550079345703
466,2,Random Bot 3,65,5,0.007600069046020508
467,0,Random Bot 1,57,5,0.0010139942169189453
468,0,Random Bot 1,51,5,0.0009770393371582031
469,1,Random Bot 2,51,4,0.0008938312530517578
470,2,Random Bot 3,59,6,0.0010881423950195312
471,2,Random Bot 3,56,6,0.0021953582763671875
472,2,Random Bot 3,60,6,0.0067861080169677734
473,2,Random Bot 3,59,6,0.0011141300201416016
474,3,Random Bot 4,64,5,0.0009071826934814453
475,3,Random Bot 4,58,5,0.0009009838104248047
476,1,Random Bot 2,62,5,0.0011467933654785156
477,0,Random Bot 1,54,9,0.0022771358489990234
478,1,Random Bot 2,53,5,0.0061130523681640625
479,0,Random Bot 1,55,6,0.001032114028930664
480,2,Random Bot 3,51,5,0.0009751319885253906
481,1,Random Bot 2,57,7,0.0010318756103515625
482,3,Random Bot 4,54,5,0.0012569427490234375
483,1,Random Bot 2,54,5,0.006258964538574219
484,0,Random Bot 1,52,5,0.0010919570922851562
485,0,Random Bot 1,60,5,0.0009720325469970703
486,0,Random Bot 1,50,2,0.001008749008178711
487,0,Random Bot 1,61,5,0.002248048782348633
488,1,Random Bot 2,55,5,0.0011050701141357422
489,2,Random Bot 3,55,4,0.0057909488677978516
490,0,Random Bot 1,57,5,0.0010347366333007812
491,0,Random Bot 1,51,5,0.0009551048278808594
492,0,Random Bot 1,62,5,0.0009419918060302734
493,3,Random Bot 4,58,4,0.0008530616760253906
494,0,Random Bot 1,57,4,0.00821685791015625
495,0,Random Bot 1,61,6,0.0011749267578125
496,0,Random Bot 1,54,5,0.0010502338409423828
497,2,Random Bot 3,58,5,0.0011489391326904297
498,3,Random Bot 4,59,5,0.0013489723205566406
499,2,Random Bot 3,51,5,0.0015571117401123047
